iso_code,continent,location,date,new_cases,new_deaths
FRA,Europe,France,8/1/21,41373,866
FRA,Europe,France,9/1/21,20177,168
FRA,Europe,France,10/1/21,15944,151
GBR,Europe,United Kingdom,16/3/20,615,23
GBR,Europe,United Kingdom,17/3/20,770,17
GBR,Europe,United Kingdom,18/3/20,1005,34
GBR,Europe,United Kingdom,19/3/20,1066,46
GBR,Europe,United Kingdom,20/3/20,1258,32
GBR,Europe,United Kingdom,21/3/20,1215,58
GBR,Europe,United Kingdom,22/3/20,1389,36
GBR,Europe,United Kingdom,23/3/20,2349,76
GBR,Europe,United Kingdom,24/3/20,2382,148
GBR,Europe,United Kingdom,25/3/20,2717,191
GBR,Europe,United Kingdom,26/3/20,3127,182
GBR,Europe,United Kingdom,27/3/20,3249,288
GBR,Europe,United Kingdom,28/3/20,2843,292
GBR,Europe,United Kingdom,29/3/20,2892,213
GBR,Europe,United Kingdom,30/3/20,4327,374
GBR,Europe,United Kingdom,31/3/20,4534,404
GBR,Europe,United Kingdom,1/4/20,4974,673
GBR,Europe,United Kingdom,2/4/20,4929,657
GBR,Europe,United Kingdom,3/4/20,4981,737
GBR,Europe,United Kingdom,4/4/20,4073,757
GBR,Europe,United Kingdom,5/4/20,3650,601
GBR,Europe,United Kingdom,6/4/20,5316,570
GBR,Europe,United Kingdom,7/4/20,5486,1105
GBR,Europe,United Kingdom,8/4/20,5163,1032
GBR,Europe,United Kingdom,9/4/20,4906,1117
GBR,Europe,United Kingdom,10/4/20,4367,1123
GBR,Europe,United Kingdom,11/4/20,3613,844
GBR,Europe,United Kingdom,12/4/20,3539,657
GBR,Europe,United Kingdom,13/4/20,4205,725
GBR,Europe,United Kingdom,14/4/20,4348,1080
GBR,Europe,United Kingdom,15/4/20,5100,884
GBR,Europe,United Kingdom,16/4/20,5343,1040
GBR,Europe,United Kingdom,17/4/20,4990,914
GBR,Europe,United Kingdom,18/4/20,4736,1108
GBR,Europe,United Kingdom,19/4/20,3860,433
GBR,Europe,United Kingdom,20/4/20,4866,576
GBR,Europe,United Kingdom,21/4/20,4775,1224
GBR,Europe,United Kingdom,22/4/20,5505,857
GBR,Europe,United Kingdom,23/4/20,5168,684
GBR,Europe,United Kingdom,24/4/20,4981,1018
GBR,Europe,United Kingdom,25/4/20,3764,816
GBR,Europe,United Kingdom,26/4/20,3473,364
GBR,Europe,United Kingdom,27/4/20,4704,323
GBR,Europe,United Kingdom,28/4/20,4727,971
GBR,Europe,United Kingdom,29/4/20,5450,771
GBR,Europe,United Kingdom,30/4/20,4964,636
GBR,Europe,United Kingdom,1/5/20,4730,700
GBR,Europe,United Kingdom,2/5/20,3230,585
GBR,Europe,United Kingdom,3/5/20,2977,253
GBR,Europe,United Kingdom,4/5/20,3383,273
GBR,Europe,United Kingdom,5/5/20,3689,725
GBR,Europe,United Kingdom,6/5/20,3836,647
GBR,Europe,United Kingdom,7/5/20,3771,458
GBR,Europe,United Kingdom,8/5/20,3052,580
GBR,Europe,United Kingdom,9/5/20,2150,275
GBR,Europe,United Kingdom,10/5/20,2322,217
GBR,Europe,United Kingdom,11/5/20,3589,188
GBR,Europe,United Kingdom,12/5/20,3395,615
GBR,Europe,United Kingdom,13/5/20,3300,448
GBR,Europe,United Kingdom,14/5/20,2618,353
GBR,Europe,United Kingdom,15/5/20,2521,351
GBR,Europe,United Kingdom,16/5/20,2072,411
GBR,Europe,United Kingdom,17/5/20,1826,67
GBR,Europe,United Kingdom,18/5/20,2577,146
GBR,Europe,United Kingdom,19/5/20,3058,501
GBR,Europe,United Kingdom,20/5/20,2712,329
GBR,Europe,United Kingdom,21/5/20,2554,273
GBR,Europe,United Kingdom,22/5/20,2041,291
GBR,Europe,United Kingdom,23/5/20,1508,220
GBR,Europe,United Kingdom,24/5/20,1355,379
GBR,Europe,United Kingdom,25/5/20,1613,104
GBR,Europe,United Kingdom,26/5/20,1659,131
GBR,Europe,United Kingdom,27/5/20,1809,422
GBR,Europe,United Kingdom,28/5/20,1736,343
GBR,Europe,United Kingdom,29/5/20,1508,274
GBR,Europe,United Kingdom,30/5/20,1107,154
GBR,Europe,United Kingdom,31/5/20,1070,60
GBR,Europe,United Kingdom,1/6/20,1444,86
GBR,Europe,United Kingdom,2/6/20,1470,250
GBR,Europe,United Kingdom,3/6/20,1349,254
GBR,Europe,United Kingdom,4/6/20,1238,130
GBR,Europe,United Kingdom,5/6/20,1110,258
GBR,Europe,United Kingdom,6/6/20,794,143
GBR,Europe,United Kingdom,7/6/20,718,54
GBR,Europe,United Kingdom,8/6/20,1094,47
GBR,Europe,United Kingdom,9/6/20,1159,197
GBR,Europe,United Kingdom,10/6/20,1186,164
GBR,Europe,United Kingdom,11/6/20,1007,76
GBR,Europe,United Kingdom,12/6/20,1054,131
GBR,Europe,United Kingdom,13/6/20,888,107
GBR,Europe,United Kingdom,14/6/20,807,27
GBR,Europe,United Kingdom,15/6/20,1031,29
GBR,Europe,United Kingdom,16/6/20,1083,120
GBR,Europe,United Kingdom,17/6/20,999,110
GBR,Europe,United Kingdom,18/6/20,1020,67
GBR,Europe,United Kingdom,19/6/20,984,84
GBR,Europe,United Kingdom,20/6/20,666,71
GBR,Europe,United Kingdom,21/6/20,624,31
GBR,Europe,United Kingdom,22/6/20,892,13
GBR,Europe,United Kingdom,23/6/20,882,94
GBR,Europe,United Kingdom,24/6/20,777,87
GBR,Europe,United Kingdom,25/6/20,697,99
GBR,Europe,United Kingdom,26/6/20,639,77
GBR,Europe,United Kingdom,27/6/20,634,40
GBR,Europe,United Kingdom,28/6/20,407,31
GBR,Europe,United Kingdom,29/6/20,620,21
GBR,Europe,United Kingdom,30/6/20,404,54
GBR,Europe,United Kingdom,1/7/20,63,97
GBR,Europe,United Kingdom,2/7/20,6,41
GBR,Europe,United Kingdom,3/7/20,502,49
GBR,Europe,United Kingdom,4/7/20,625,32
GBR,Europe,United Kingdom,5/7/20,519,19
GBR,Europe,United Kingdom,6/7/20,359,11
GBR,Europe,United Kingdom,7/7/20,584,54
GBR,Europe,United Kingdom,8/7/20,637,57
GBR,Europe,United Kingdom,9/7/20,643,31
GBR,Europe,United Kingdom,10/7/20,524,34
GBR,Europe,United Kingdom,11/7/20,826,17
GBR,Europe,United Kingdom,12/7/20,650,9
GBR,Europe,United Kingdom,13/7/20,537,10
GBR,Europe,United Kingdom,14/7/20,1240,44
GBR,Europe,United Kingdom,15/7/20,538,26
GBR,Europe,United Kingdom,16/7/20,647,24
GBR,Europe,United Kingdom,17/7/20,687,26
GBR,Europe,United Kingdom,18/7/20,829,9
GBR,Europe,United Kingdom,19/7/20,726,11
GBR,Europe,United Kingdom,20/7/20,586,10
GBR,Europe,United Kingdom,21/7/20,445,25
GBR,Europe,United Kingdom,22/7/20,563,17
GBR,Europe,United Kingdom,23/7/20,779,9
GBR,Europe,United Kingdom,24/7/20,769,32
GBR,Europe,United Kingdom,25/7/20,770,15
GBR,Europe,United Kingdom,26/7/20,750,8
GBR,Europe,United Kingdom,27/7/20,688,3
GBR,Europe,United Kingdom,28/7/20,553,21
GBR,Europe,United Kingdom,29/7/20,802,34
GBR,Europe,United Kingdom,30/7/20,847,0
GBR,Europe,United Kingdom,31/7/20,883,20
GBR,Europe,United Kingdom,1/8/20,769,13
GBR,Europe,United Kingdom,2/8/20,747,5
GBR,Europe,United Kingdom,3/8/20,942,1
GBR,Europe,United Kingdom,4/8/20,675,18
GBR,Europe,United Kingdom,5/8/20,906,14
GBR,Europe,United Kingdom,6/8/20,964,18
GBR,Europe,United Kingdom,7/8/20,900,12
GBR,Europe,United Kingdom,8/8/20,765,3
GBR,Europe,United Kingdom,9/8/20,1113,5
GBR,Europe,United Kingdom,10/8/20,818,18
GBR,Europe,United Kingdom,11/8/20,1150,13
GBR,Europe,United Kingdom,12/8/20,1039,20
GBR,Europe,United Kingdom,13/8/20,1148,18
GBR,Europe,United Kingdom,14/8/20,1461,11
GBR,Europe,United Kingdom,15/8/20,1042,3
GBR,Europe,United Kingdom,16/8/20,1111,5
GBR,Europe,United Kingdom,17/8/20,721,3
GBR,Europe,United Kingdom,18/8/20,1113,12
GBR,Europe,United Kingdom,19/8/20,831,17
GBR,Europe,United Kingdom,20/8/20,1195,6
GBR,Europe,United Kingdom,21/8/20,1060,2
GBR,Europe,United Kingdom,22/8/20,1332,18
GBR,Europe,United Kingdom,23/8/20,1048,6
GBR,Europe,United Kingdom,24/8/20,977,4
GBR,Europe,United Kingdom,25/8/20,1201,16
GBR,Europe,United Kingdom,26/8/20,1146,17
GBR,Europe,United Kingdom,27/8/20,1542,12
GBR,Europe,United Kingdom,28/8/20,1297,9
GBR,Europe,United Kingdom,29/8/20,1110,12
GBR,Europe,United Kingdom,30/8/20,1752,1
GBR,Europe,United Kingdom,31/8/20,1415,3
GBR,Europe,United Kingdom,1/9/20,1332,3
GBR,Europe,United Kingdom,2/9/20,1514,10
GBR,Europe,United Kingdom,3/9/20,1779,14
GBR,Europe,United Kingdom,4/9/20,1978,10
GBR,Europe,United Kingdom,5/9/20,1827,12
GBR,Europe,United Kingdom,6/9/20,2987,2
GBR,Europe,United Kingdom,7/9/20,2951,3
GBR,Europe,United Kingdom,8/9/20,2481,32
GBR,Europe,United Kingdom,9/9/20,2681,8
GBR,Europe,United Kingdom,10/9/20,2931,14
GBR,Europe,United Kingdom,11/9/20,3544,6
GBR,Europe,United Kingdom,12/9/20,3504,9
GBR,Europe,United Kingdom,13/9/20,3338,5
GBR,Europe,United Kingdom,14/9/20,2625,9
GBR,Europe,United Kingdom,15/9/20,3115,27
GBR,Europe,United Kingdom,16/9/20,4007,20
GBR,Europe,United Kingdom,17/9/20,3410,21
GBR,Europe,United Kingdom,18/9/20,4329,27
GBR,Europe,United Kingdom,19/9/20,4429,27
GBR,Europe,United Kingdom,20/9/20,3899,18
GBR,Europe,United Kingdom,21/9/20,4378,11
GBR,Europe,United Kingdom,22/9/20,4936,37
GBR,Europe,United Kingdom,23/9/20,6187,37
GBR,Europe,United Kingdom,24/9/20,6644,40
GBR,Europe,United Kingdom,25/9/20,6878,34
GBR,Europe,United Kingdom,26/9/20,6050,35
GBR,Europe,United Kingdom,27/9/20,5700,17
GBR,Europe,United Kingdom,28/9/20,4056,13
GBR,Europe,United Kingdom,29/9/20,7156,72
GBR,Europe,United Kingdom,30/9/20,7117,71
GBR,Europe,United Kingdom,1/10/20,6929,59
GBR,Europe,United Kingdom,2/10/20,6994,66
GBR,Europe,United Kingdom,3/10/20,12885,49
GBR,Europe,United Kingdom,4/10/20,22965,33
GBR,Europe,United Kingdom,5/10/20,12603,19
GBR,Europe,United Kingdom,6/10/20,14557,76
GBR,Europe,United Kingdom,7/10/20,14173,70
GBR,Europe,United Kingdom,8/10/20,17550,77
GBR,Europe,United Kingdom,9/10/20,13888,87
GBR,Europe,United Kingdom,10/10/20,15175,81
GBR,Europe,United Kingdom,11/10/20,12882,65
GBR,Europe,United Kingdom,12/10/20,14011,50
GBR,Europe,United Kingdom,13/10/20,17250,143
GBR,Europe,United Kingdom,14/10/20,19751,137
GBR,Europe,United Kingdom,15/10/20,18996,138
GBR,Europe,United Kingdom,16/10/20,15657,136
GBR,Europe,United Kingdom,17/10/20,16186,150
GBR,Europe,United Kingdom,18/10/20,16994,67
GBR,Europe,United Kingdom,19/10/20,18830,80
GBR,Europe,United Kingdom,20/10/20,21365,241
GBR,Europe,United Kingdom,21/10/20,26707,191
GBR,Europe,United Kingdom,22/10/20,21257,189
GBR,Europe,United Kingdom,23/10/20,20559,224
GBR,Europe,United Kingdom,24/10/20,23033,174
GBR,Europe,United Kingdom,25/10/20,19797,151
GBR,Europe,United Kingdom,26/10/20,20900,102
GBR,Europe,United Kingdom,27/10/20,22924,367
GBR,Europe,United Kingdom,28/10/20,24714,310
GBR,Europe,United Kingdom,29/10/20,23078,280
GBR,Europe,United Kingdom,30/10/20,24418,274
GBR,Europe,United Kingdom,31/10/20,21919,326
GBR,Europe,United Kingdom,1/11/20,23261,162
GBR,Europe,United Kingdom,2/11/20,18967,136
GBR,Europe,United Kingdom,3/11/20,20078,397
GBR,Europe,United Kingdom,4/11/20,25206,492
GBR,Europe,United Kingdom,5/11/20,24164,378
GBR,Europe,United Kingdom,6/11/20,23322,355
GBR,Europe,United Kingdom,7/11/20,24979,413
GBR,Europe,United Kingdom,8/11/20,20580,156
GBR,Europe,United Kingdom,9/11/20,21397,195
GBR,Europe,United Kingdom,10/11/20,20451,532
GBR,Europe,United Kingdom,11/11/20,23000,596
GBR,Europe,United Kingdom,12/11/20,33517,563
GBR,Europe,United Kingdom,13/11/20,27316,376
GBR,Europe,United Kingdom,14/11/20,26876,462
GBR,Europe,United Kingdom,15/11/20,24977,168
GBR,Europe,United Kingdom,16/11/20,21415,214
GBR,Europe,United Kingdom,17/11/20,20060,599
GBR,Europe,United Kingdom,18/11/20,19645,529
GBR,Europe,United Kingdom,19/11/20,22936,502
GBR,Europe,United Kingdom,20/11/20,20274,511
GBR,Europe,United Kingdom,21/11/20,19921,340
GBR,Europe,United Kingdom,22/11/20,18667,399
GBR,Europe,United Kingdom,23/11/20,15465,207
GBR,Europe,United Kingdom,24/11/20,11344,608
GBR,Europe,United Kingdom,25/11/20,18261,695
GBR,Europe,United Kingdom,26/11/20,17557,498
GBR,Europe,United Kingdom,27/11/20,14821,520
GBR,Europe,United Kingdom,28/11/20,15891,479
GBR,Europe,United Kingdom,29/11/20,12164,215
GBR,Europe,United Kingdom,30/11/20,12428,203
GBR,Europe,United Kingdom,1/12/20,13497,603
GBR,Europe,United Kingdom,2/12/20,16237,648
GBR,Europe,United Kingdom,3/12/20,14951,414
GBR,Europe,United Kingdom,4/12/20,16382,504
GBR,Europe,United Kingdom,5/12/20,15579,397
GBR,Europe,United Kingdom,6/12/20,17372,231
GBR,Europe,United Kingdom,7/12/20,14774,189
GBR,Europe,United Kingdom,8/12/20,12386,599
GBR,Europe,United Kingdom,9/12/20,16634,533
GBR,Europe,United Kingdom,10/12/20,21066,516
GBR,Europe,United Kingdom,11/12/20,21784,424
GBR,Europe,United Kingdom,12/12/20,21554,520
GBR,Europe,United Kingdom,13/12/20,18541,144
GBR,Europe,United Kingdom,14/12/20,20377,233
GBR,Europe,United Kingdom,15/12/20,18569,506
GBR,Europe,United Kingdom,16/12/20,25300,612
GBR,Europe,United Kingdom,17/12/20,35532,532
GBR,Europe,United Kingdom,18/12/20,28560,490
GBR,Europe,United Kingdom,19/12/20,27249,537
GBR,Europe,United Kingdom,20/12/20,36084,326
GBR,Europe,United Kingdom,21/12/20,33517,215
GBR,Europe,United Kingdom,22/12/20,36931,691
GBR,Europe,United Kingdom,23/12/20,39387,748
GBR,Europe,United Kingdom,24/12/20,39148,575
GBR,Europe,United Kingdom,25/12/20,32803,570
GBR,Europe,United Kingdom,26/12/20,34788,211
GBR,Europe,United Kingdom,27/12/20,32493,347
GBR,Europe,United Kingdom,28/12/20,41460,357
GBR,Europe,United Kingdom,29/12/20,53275,458
GBR,Europe,United Kingdom,30/12/20,50239,982
GBR,Europe,United Kingdom,31/12/20,56029,965
GBR,Europe,United Kingdom,1/1/21,53458,615
GBR,Europe,United Kingdom,2/1/21,57853,445
GBR,Europe,United Kingdom,3/1/21,55157,455
GBR,Europe,United Kingdom,4/1/21,58923,410
GBR,Europe,United Kingdom,5/1/21,61087,881
GBR,Europe,United Kingdom,6/1/21,62556,1042
GBR,Europe,United Kingdom,7/1/21,52787,1162
GBR,Europe,United Kingdom,8/1/21,68192,1333
GBR,Europe,United Kingdom,9/1/21,60098,1035
GBR,Europe,United Kingdom,10/1/21,55026,567
ITA,Europe,Italy,16/3/20,3233,349
ITA,Europe,Italy,17/3/20,3526,345
ITA,Europe,Italy,18/3/20,4207,475
ITA,Europe,Italy,19/3/20,5322,427
ITA,Europe,Italy,20/3/20,5986,627
ITA,Europe,Italy,21/3/20,6557,793
ITA,Europe,Italy,22/3/20,5560,651
ITA,Europe,Italy,23/3/20,4789,601
ITA,Europe,Italy,24/3/20,5249,743
ITA,Europe,Italy,25/3/20,5210,683
ITA,Europe,Italy,26/3/20,6203,712
ITA,Europe,Italy,27/3/20,5909,919
ITA,Europe,Italy,28/3/20,5974,889
ITA,Europe,Italy,29/3/20,5217,756
ITA,Europe,Italy,30/3/20,4050,812
ITA,Europe,Italy,31/3/20,4053,837
ITA,Europe,Italy,1/4/20,4782,727
ITA,Europe,Italy,2/4/20,4668,760
ITA,Europe,Italy,3/4/20,4585,766
ITA,Europe,Italy,4/4/20,4805,681
ITA,Europe,Italy,5/4/20,4316,525
ITA,Europe,Italy,6/4/20,3599,636
ITA,Europe,Italy,7/4/20,3039,604
ITA,Europe,Italy,8/4/20,3836,542
ITA,Europe,Italy,9/4/20,4204,610
ITA,Europe,Italy,10/4/20,3951,570
ITA,Europe,Italy,11/4/20,4694,619
ITA,Europe,Italy,12/4/20,4092,431
ITA,Europe,Italy,13/4/20,3153,566
ITA,Europe,Italy,14/4/20,2972,602
ITA,Europe,Italy,15/4/20,2667,578
ITA,Europe,Italy,16/4/20,3786,525
ITA,Europe,Italy,17/4/20,3493,575
ITA,Europe,Italy,18/4/20,3491,482
ITA,Europe,Italy,19/4/20,3047,433
ITA,Europe,Italy,20/4/20,2256,454
ITA,Europe,Italy,21/4/20,2729,534
ITA,Europe,Italy,22/4/20,3370,437
ITA,Europe,Italy,23/4/20,2646,464
ITA,Europe,Italy,24/4/20,3021,420
ITA,Europe,Italy,25/4/20,2357,415
ITA,Europe,Italy,26/4/20,2324,260
ITA,Europe,Italy,27/4/20,1739,333
ITA,Europe,Italy,28/4/20,2091,382
ITA,Europe,Italy,29/4/20,2086,323
ITA,Europe,Italy,30/4/20,1872,285
ITA,Europe,Italy,1/5/20,1965,269
ITA,Europe,Italy,2/5/20,1900,474
ITA,Europe,Italy,3/5/20,1389,174
ITA,Europe,Italy,4/5/20,1221,195
ITA,Europe,Italy,5/5/20,1075,236
ITA,Europe,Italy,6/5/20,1444,369
ITA,Europe,Italy,7/5/20,1401,274
ITA,Europe,Italy,8/5/20,1327,243
ITA,Europe,Italy,9/5/20,1083,194
ITA,Europe,Italy,10/5/20,802,165
ITA,Europe,Italy,11/5/20,744,179
ITA,Europe,Italy,12/5/20,1402,172
ITA,Europe,Italy,13/5/20,888,195
ITA,Europe,Italy,14/5/20,992,262
ITA,Europe,Italy,15/5/20,789,242
ITA,Europe,Italy,16/5/20,875,153
ITA,Europe,Italy,17/5/20,675,145
ITA,Europe,Italy,18/5/20,451,99
ITA,Europe,Italy,19/5/20,813,162
ITA,Europe,Italy,20/5/20,665,161
ITA,Europe,Italy,21/5/20,642,156
ITA,Europe,Italy,22/5/20,652,130
ITA,Europe,Italy,23/5/20,669,119
ITA,Europe,Italy,24/5/20,531,50
ITA,Europe,Italy,25/5/20,300,92
ITA,Europe,Italy,26/5/20,397,78
ITA,Europe,Italy,27/5/20,584,117
ITA,Europe,Italy,28/5/20,593,70
ITA,Europe,Italy,29/5/20,516,87
ITA,Europe,Italy,30/5/20,416,111
ITA,Europe,Italy,31/5/20,333,75
ITA,Europe,Italy,1/6/20,200,60
ITA,Europe,Italy,2/6/20,318,55
ITA,Europe,Italy,3/6/20,321,71
ITA,Europe,Italy,4/6/20,177,88
ITA,Europe,Italy,5/6/20,518,85
ITA,Europe,Italy,6/6/20,270,72
ITA,Europe,Italy,7/6/20,197,53
ITA,Europe,Italy,8/6/20,280,65
ITA,Europe,Italy,9/6/20,283,79
ITA,Europe,Italy,10/6/20,202,71
ITA,Europe,Italy,11/6/20,379,53
ITA,Europe,Italy,12/6/20,163,56
ITA,Europe,Italy,13/6/20,346,78
ITA,Europe,Italy,14/6/20,338,44
ITA,Europe,Italy,15/6/20,301,26
ITA,Europe,Italy,16/6/20,210,34
ITA,Europe,Italy,17/6/20,328,43
ITA,Europe,Italy,18/6/20,331,66
ITA,Europe,Italy,19/6/20,148,47
ITA,Europe,Italy,20/6/20,264,49
ITA,Europe,Italy,21/6/20,224,24
ITA,Europe,Italy,22/6/20,221,23
ITA,Europe,Italy,23/6/20,113,18
ITA,Europe,Italy,24/6/20,577,31
ITA,Europe,Italy,25/6/20,296,34
ITA,Europe,Italy,26/6/20,255,30
ITA,Europe,Italy,27/6/20,175,8
ITA,Europe,Italy,28/6/20,174,22
ITA,Europe,Italy,29/6/20,126,6
ITA,Europe,Italy,30/6/20,142,23
ITA,Europe,Italy,1/7/20,182,21
ITA,Europe,Italy,2/7/20,201,30
ITA,Europe,Italy,3/7/20,223,15
ITA,Europe,Italy,4/7/20,235,21
ITA,Europe,Italy,5/7/20,192,7
ITA,Europe,Italy,6/7/20,208,8
ITA,Europe,Italy,7/7/20,137,30
ITA,Europe,Italy,8/7/20,193,15
ITA,Europe,Italy,9/7/20,214,12
ITA,Europe,Italy,10/7/20,276,12
ITA,Europe,Italy,11/7/20,188,7
ITA,Europe,Italy,12/7/20,234,9
ITA,Europe,Italy,13/7/20,169,13
ITA,Europe,Italy,14/7/20,114,17
ITA,Europe,Italy,15/7/20,162,13
ITA,Europe,Italy,16/7/20,230,20
ITA,Europe,Italy,17/7/20,231,11
ITA,Europe,Italy,18/7/20,249,14
ITA,Europe,Italy,19/7/20,218,3
ITA,Europe,Italy,20/7/20,190,13
ITA,Europe,Italy,21/7/20,128,15
ITA,Europe,Italy,22/7/20,280,9
ITA,Europe,Italy,23/7/20,306,10
ITA,Europe,Italy,24/7/20,252,5
ITA,Europe,Italy,25/7/20,274,5
ITA,Europe,Italy,26/7/20,254,5
ITA,Europe,Italy,27/7/20,168,5
ITA,Europe,Italy,28/7/20,202,11
ITA,Europe,Italy,29/7/20,288,6
ITA,Europe,Italy,30/7/20,382,3
ITA,Europe,Italy,31/7/20,379,9
ITA,Europe,Italy,1/8/20,295,5
ITA,Europe,Italy,2/8/20,238,8
ITA,Europe,Italy,3/8/20,159,12
ITA,Europe,Italy,4/8/20,190,5
ITA,Europe,Italy,5/8/20,384,10
ITA,Europe,Italy,6/8/20,401,6
ITA,Europe,Italy,7/8/20,552,3
ITA,Europe,Italy,8/8/20,347,13
ITA,Europe,Italy,9/8/20,463,2
ITA,Europe,Italy,10/8/20,259,4
ITA,Europe,Italy,11/8/20,412,6
ITA,Europe,Italy,12/8/20,476,10
ITA,Europe,Italy,13/8/20,522,6
ITA,Europe,Italy,14/8/20,574,3
ITA,Europe,Italy,15/8/20,629,158
ITA,Europe,Italy,16/8/20,477,4
ITA,Europe,Italy,17/8/20,320,4
ITA,Europe,Italy,18/8/20,401,5
ITA,Europe,Italy,19/8/20,642,7
ITA,Europe,Italy,20/8/20,840,6
ITA,Europe,Italy,21/8/20,947,9
ITA,Europe,Italy,22/8/20,1071,3
ITA,Europe,Italy,23/8/20,1209,7
ITA,Europe,Italy,24/8/20,953,4
ITA,Europe,Italy,25/8/20,876,4
ITA,Europe,Italy,26/8/20,1366,13
ITA,Europe,Italy,27/8/20,1409,5
ITA,Europe,Italy,28/8/20,1460,9
ITA,Europe,Italy,29/8/20,1444,1
ITA,Europe,Italy,30/8/20,1365,4
ITA,Europe,Italy,31/8/20,996,6
ITA,Europe,Italy,1/9/20,975,8
ITA,Europe,Italy,2/9/20,1326,6
ITA,Europe,Italy,3/9/20,1397,10
ITA,Europe,Italy,4/9/20,1732,11
ITA,Europe,Italy,5/9/20,1694,16
ITA,Europe,Italy,6/9/20,1296,7
ITA,Europe,Italy,7/9/20,1150,12
ITA,Europe,Italy,8/9/20,1369,10
ITA,Europe,Italy,9/9/20,1430,14
ITA,Europe,Italy,10/9/20,1597,10
ITA,Europe,Italy,11/9/20,1616,10
ITA,Europe,Italy,12/9/20,1501,6
ITA,Europe,Italy,13/9/20,1456,7
ITA,Europe,Italy,14/9/20,1008,14
ITA,Europe,Italy,15/9/20,1229,9
ITA,Europe,Italy,16/9/20,1452,12
ITA,Europe,Italy,17/9/20,1583,13
ITA,Europe,Italy,18/9/20,1907,10
ITA,Europe,Italy,19/9/20,1637,24
ITA,Europe,Italy,20/9/20,1587,15
ITA,Europe,Italy,21/9/20,1350,17
ITA,Europe,Italy,22/9/20,1391,14
ITA,Europe,Italy,23/9/20,1640,20
ITA,Europe,Italy,24/9/20,1786,23
ITA,Europe,Italy,25/9/20,1912,20
ITA,Europe,Italy,26/9/20,1869,17
ITA,Europe,Italy,27/9/20,1766,17
ITA,Europe,Italy,28/9/20,1494,16
ITA,Europe,Italy,29/9/20,1647,24
ITA,Europe,Italy,30/9/20,1850,19
ITA,Europe,Italy,1/10/20,2548,24
ITA,Europe,Italy,2/10/20,2499,23
ITA,Europe,Italy,3/10/20,2843,27
ITA,Europe,Italy,4/10/20,2578,18
ITA,Europe,Italy,5/10/20,2257,16
ITA,Europe,Italy,6/10/20,2677,28
ITA,Europe,Italy,7/10/20,3677,31
ITA,Europe,Italy,8/10/20,4458,22
ITA,Europe,Italy,9/10/20,5372,28
ITA,Europe,Italy,10/10/20,5724,29
ITA,Europe,Italy,11/10/20,5456,26
ITA,Europe,Italy,12/10/20,4619,39
ITA,Europe,Italy,13/10/20,5898,41
ITA,Europe,Italy,14/10/20,7332,43
ITA,Europe,Italy,15/10/20,8803,83
ITA,Europe,Italy,16/10/20,10009,55
ITA,Europe,Italy,17/10/20,10925,47
ITA,Europe,Italy,18/10/20,11705,69
ITA,Europe,Italy,19/10/20,9337,73
ITA,Europe,Italy,20/10/20,10871,89
ITA,Europe,Italy,21/10/20,15199,127
ITA,Europe,Italy,22/10/20,16078,136
ITA,Europe,Italy,23/10/20,19143,91
ITA,Europe,Italy,24/10/20,19640,151
ITA,Europe,Italy,25/10/20,21273,128
ITA,Europe,Italy,26/10/20,17007,141
ITA,Europe,Italy,27/10/20,21989,221
ITA,Europe,Italy,28/10/20,24988,205
ITA,Europe,Italy,29/10/20,26829,217
ITA,Europe,Italy,30/10/20,31079,199
ITA,Europe,Italy,31/10/20,31756,297
ITA,Europe,Italy,1/11/20,29905,208
ITA,Europe,Italy,2/11/20,22253,233
ITA,Europe,Italy,3/11/20,28241,353
ITA,Europe,Italy,4/11/20,30548,352
ITA,Europe,Italy,5/11/20,34502,428
ITA,Europe,Italy,6/11/20,37802,446
ITA,Europe,Italy,7/11/20,39809,425
ITA,Europe,Italy,8/11/20,32614,331
ITA,Europe,Italy,9/11/20,25269,356
ITA,Europe,Italy,10/11/20,35090,580
ITA,Europe,Italy,11/11/20,32961,623
ITA,Europe,Italy,12/11/20,37977,636
ITA,Europe,Italy,13/11/20,40902,550
ITA,Europe,Italy,14/11/20,37249,544
ITA,Europe,Italy,15/11/20,33977,546
ITA,Europe,Italy,16/11/20,27352,504
ITA,Europe,Italy,17/11/20,32191,731
ITA,Europe,Italy,18/11/20,34280,753
ITA,Europe,Italy,19/11/20,36176,653
ITA,Europe,Italy,20/11/20,37239,699
ITA,Europe,Italy,21/11/20,34764,692
ITA,Europe,Italy,22/11/20,28337,562
ITA,Europe,Italy,23/11/20,22927,630
ITA,Europe,Italy,24/11/20,23227,853
ITA,Europe,Italy,25/11/20,25852,722
ITA,Europe,Italy,26/11/20,29001,822
ITA,Europe,Italy,27/11/20,28342,827
ITA,Europe,Italy,28/11/20,26315,686
ITA,Europe,Italy,29/11/20,20646,541
ITA,Europe,Italy,30/11/20,16376,672
ITA,Europe,Italy,1/12/20,19347,785
ITA,Europe,Italy,2/12/20,20709,684
ITA,Europe,Italy,3/12/20,23219,993
ITA,Europe,Italy,4/12/20,24110,814
ITA,Europe,Italy,5/12/20,21052,662
ITA,Europe,Italy,6/12/20,18887,564
ITA,Europe,Italy,7/12/20,13679,528
ITA,Europe,Italy,8/12/20,14837,634
ITA,Europe,Italy,9/12/20,12755,499
ITA,Europe,Italy,10/12/20,16998,887
ITA,Europe,Italy,11/12/20,18726,761
